Event,Date,Fight Number,Division,Weightclass,Fighter,Opponent,Result,Method,Round,Time,Sig Strikes,Takedowns,Sub Attempts,Guard Passes,Url
Ortiz vs Shamrock 3: The Final Chapter,10/10/2006,3,Light Heavyweight,205,Seth Petruzelli,Matt Hamill,0,U-DEC,3,5:00,25,0,1,0,http://www.fightmetric.com/event-details/577ec7e108b94be3
Ortiz vs Shamrock 3: The Final Chapter,10/10/2006,4,Middleweight,185,Nate Marquardt,Crafton Wallace,1,SUB  Rear Naked Choke,2,1:14,13,2,2,4,http://www.fightmetric.com/event-details/577ec7e108b94be3
Ortiz vs Shamrock 3: The Final Chapter,10/10/2006,4,Middleweight,185,Crafton Wallace,Nate Marquardt,0,SUB  Rear Naked Choke,2,1:14,4,0,0,0,http://www.fightmetric.com/event-details/577ec7e108b94be3
Ortiz vs Shamrock 3: The Final Chapter,10/10/2006,5,Welterweight,170,Tony DeSouza,Dustin Hazelett,1,SUB  Kimura,1,3:59,5,1,1,2,http://www.fightmetric.com/event-details/577ec7e108b94be3
Ortiz vs Shamrock 3: The Final Chapter,10/10/2006,5,Welterweight,170,Dustin Hazelett,Tony DeSouza,0,SUB  Kimura,1,3:59,1,0,1,0,http://www.fightmetric.com/event-details/577ec7e108b94be3
Ortiz vs Shamrock 3: The Final Chapter,10/10/2006,6,Middleweight,185,Rory Singer,Josh Haynes,1,U-DEC,3,5:00,50,0,0,0,http://www.fightmetric.com/event-details/577ec7e108b94be3
Ortiz vs Shamrock 3: The Final Chapter,10/10/2006,6,Middleweight,185,Josh Haynes,Rory Singer,0,U-DEC,3,5:00,23,1,0,1,http://www.fightmetric.com/event-details/577ec7e108b94be3
Ortiz vs Shamrock 3: The Final Chapter,10/10/2006,7,Welterweight,170,Thiago Alves,John Alessio,1,U-DEC,3,5:00,63,0,0,0,http://www.fightmetric.com/event-details/577ec7e108b94be3
Ortiz vs Shamrock 3: The Final Chapter,10/10/2006,7,Welterweight,170,John Alessio,Thiago Alves,0,U-DEC,3,5:00,13,2,0,2,http://www.fightmetric.com/event-details/577ec7e108b94be3
Ortiz vs Shamrock 3: The Final Chapter,10/10/2006,8,Welterweight,170,Marcus Davis,Forrest Petz,1,SUB  Guillotine Choke,1,4:58,33,0,1,0,http://www.fightmetric.com/event-details/577ec7e108b94be3
Ortiz vs Shamrock 3: The Final Chapter,10/10/2006,8,Welterweight,170,Forrest Petz,Marcus Davis,0,SUB  Guillotine Choke,1,4:58,5,0,0,0,http://www.fightmetric.com/event-details/577ec7e108b94be3
UFC 63: Hughes vs Penn,9/23/2006,0,Welterweight,170,Matt Hughes,BJ Penn,1,KO/TKO  Punches,3,3:53,35,1,0,2,http://www.fightmetric.com/event-details/13e62d766b709aa6
UFC 63: Hughes vs Penn,9/23/2006,0,Welterweight,170,BJ Penn,Matt Hughes,0,KO/TKO  Punches,3,3:53,17,0,2,1,http://www.fightmetric.com/event-details/13e62d766b709aa6
UFC 63: Hughes vs Penn,9/23/2006,1,Middleweight,185,Mike Swick,David Loiseau,1,U-DEC,3,5:00,32,3,0,4,http://www.fightmetric.com/event-details/13e62d766b709aa6
UFC 63: Hughes vs Penn,9/23/2006,1,Middleweight,185,David Loiseau,Mike Swick,0,U-DEC,3,5:00,36,1,0,1,http://www.fightmetric.com/event-details/13e62d766b709aa6
UFC 63: Hughes vs Penn,9/23/2006,2,Lightweight,155,Melvin Guillard,Gabe Ruediger,1,KO/TKO  Punch,2,1:01,20,3,0,0,http://www.fightmetric.com/event-details/13e62d766b709aa6
UFC 63: Hughes vs Penn,9/23/2006,2,Lightweight,155,Gabe Ruediger,Melvin Guillard,0,KO/TKO  Punch,2,1:01,7,2,0,3,http://www.fightmetric.com/event-details/13e62d766b709aa6
UFC 63: Hughes vs Penn,9/23/2006,3,Light Heavyweight,205,Rashad Evans,Jason Lambert,1,KO/TKO  Punches,2,2:22,25,8,0,6,http://www.fightmetric.com/event-details/13e62d766b709aa6
UFC 63: Hughes vs Penn,9/23/2006,3,Light Heavyweight,205,Jason Lambert,Rashad Evans,0,KO/TKO  Punches,2,2:22,6,0,3,0,http://www.fightmetric.com/event-details/13e62d766b709aa6
UFC 63: Hughes vs Penn,9/23/2006,4,Lightweight,155,Joe Lauzon,Jens Pulver,1,KO/TKO  Punch,1,0:48,9,1,0,0,http://www.fightmetric.com/event-details/13e62d766b709aa6
UFC 63: Hughes vs Penn,9/23/2006,4,Lightweight,155,Jens Pulver,Joe Lauzon,0,KO/TKO  Punch,1,0:48,0,0,0,0,http://www.fightmetric.com/event-details/13e62d766b709aa6
UFC 63: Hughes vs Penn,9/23/2006,5,Lightweight,155,Roger Huerta,Jason Dent,1,U-DEC,3,5:00,71,6,0,7,http://www.fightmetric.com/event-details/13e62d766b709aa6
UFC 63: Hughes vs Penn,9/23/2006,5,Lightweight,155,Jason Dent,Roger Huerta,0,U-DEC,3,5:00,38,0,3,0,http://www.fightmetric.com/event-details/13e62d766b709aa6
UFC 63: Hughes vs Penn,9/23/2006,6,Heavyweight,265,Eddie Sanchez,Mario Neto,1,KO/TKO  Punch,2,0:17,10,0,0,0,http://www.fightmetric.com/event-details/13e62d766b709aa6
UFC 63: Hughes vs Penn,9/23/2006,6,Heavyweight,265,Mario Neto,Eddie Sanchez,0,KO/TKO  Punch,2,0:17,10,1,0,1,http://www.fightmetric.com/event-details/13e62d766b709aa6
UFC 63: Hughes vs Penn,9/23/2006,7,Lightweight,155,Jorge Gurgel,Danny Abbadi,1,S-DEC,3,5:00,58,1,1,0,http://www.fightmetric.com/event-details/13e62d766b709aa6
UFC 63: Hughes vs Penn,9/23/2006,7,Lightweight,155,Danny Abbadi,Jorge Gurgel,0,S-DEC,3,5:00,56,0,0,0,http://www.fightmetric.com/event-details/13e62d766b709aa6
UFC 63: Hughes vs Penn,9/23/2006,8,Lightweight,155,Tyson Griffin,David Lee,1,SUB  Rear Naked Choke,1,1:50,0,1,1,1,http://www.fightmetric.com/event-details/13e62d766b709aa6
UFC 63: Hughes vs Penn,9/23/2006,8,Lightweight,155,David Lee,Tyson Griffin,0,SUB  Rear Naked Choke,1,1:50,1,0,0,0,http://www.fightmetric.com/event-details/13e62d766b709aa6
UFC 62: Liddell vs Sobral,8/26/2006,0,Light Heavyweight,205,Chuck Liddell,Renato Sobral,1,KO/TKO  Punches,1,1:35,17,0,0,0,http://www.fightmetric.com/event-details/f717b6002486f73f
UFC 62: Liddell vs Sobral,8/26/2006,0,Light Heavyweight,205,"Renato ""Babalu"" Sobral",Chuck Liddell,0,KO/TKO  Punches,1,1:35,1,0,0,0,http://www.fightmetric.com/event-details/f717b6002486f73f
UFC 62: Liddell vs Sobral,8/26/2006,1,Light Heavyweight,205,Forrest Griffin,Stephan Bonnar,1,U-DEC,3,5:00,83,0,0,0,http://www.fightmetric.com/event-details/f717b6002486f73f
UFC 62: Liddell vs Sobral,8/26/2006,1,Light Heavyweight,205,Stephan Bonnar,Forrest Griffin,0,U-DEC,3,5:00,41,0,0,0,http://www.fightmetric.com/event-details/f717b6002486f73f
UFC 62: Liddell vs Sobral,8/26/2006,2,Welterweight,170,Nick Diaz,Josh Neer,1,SUB  Kimura,3,1:42,75,3,1,1,http://www.fightmetric.com/event-details/f717b6002486f73f
UFC 62: Liddell vs Sobral,8/26/2006,2,Welterweight,170,Josh Neer,Nick Diaz,0,SUB  Kimura,3,1:42,25,0,0,0,http://www.fightmetric.com/event-details/f717b6002486f73f
UFC 62: Liddell vs Sobral,8/26/2006,3,Heavyweight,265,Cheick Kongo,Christian Wellisch,1,KO/TKO  Knee,1,2:51,17,0,0,0,http://www.fightmetric.com/event-details/f717b6002486f73f
UFC 62: Liddell vs Sobral,8/26/2006,3,Heavyweight,265,Christian Wellisch,Cheick Kongo,0,KO/TKO  Knee,1,2:51,0,1,1,2,http://www.fightmetric.com/event-details/f717b6002486f73f
UFC 62: Liddell vs Sobral,8/26/2006,4,Lightweight,155,Hermes Franca,Jamie Varner,1,SUB  Armbar,3,3:31,22,1,3,0,http://www.fightmetric.com/event-details/f717b6002486f73f
UFC 62: Liddell vs Sobral,8/26/2006,4,Lightweight,155,Jamie Varner,Hermes Franca,0,SUB  Armbar,3,3:31,18,9,0,4,http://www.fightmetric.com/event-details/f717b6002486f73f
UFC 62: Liddell vs Sobral,8/26/2006,5,Light Heavyweight,205,Eric Schafer,Rob MacDonald,1,SUB  Arm Triangle,1,2:26,7,0,2,3,http://www.fightmetric.com/event-details/f717b6002486f73f
UFC 62: Liddell vs Sobral,8/26/2006,5,Light Heavyweight,205,Rob MacDonald,Eric Schafer,0,SUB  Arm Triangle,1,2:26,2,0,0,0,http://www.fightmetric.com/event-details/f717b6002486f73f
UFC 62: Liddell vs Sobral,8/26/2006,6,Light Heavyweight,205,Wilson Gouveia,Wes Combs,1,SUB  Rear Naked Choke,1,3:23,9,1,1,2,http://www.fightmetric.com/event-details/f717b6002486f73f
UFC 62: Liddell vs Sobral,8/26/2006,6,Light Heavyweight,205,Wes Combs,Wilson Gouveia,0,SUB  Rear Naked Choke,1,3:23,10,0,0,0,http://www.fightmetric.com/event-details/f717b6002486f73f
UFC 62: Liddell vs Sobral,8/26/2006,7,Light Heavyweight,205,David Heath,Cory Walmsley,1,SUB  Rear Naked Choke,1,2:32,3,1,3,2,http://www.fightmetric.com/event-details/f717b6002486f73f
UFC 62: Liddell vs Sobral,8/26/2006,7,Light Heavyweight,205,Cory Walmsley,David Heath,0,SUB  Rear Naked Choke,1,2:32,2,0,0,0,http://www.fightmetric.com/event-details/f717b6002486f73f
UFC 62: Liddell vs Sobral,8/26/2006,8,Middleweight,185,Yushin Okami,Alan Belcher,1,U-DEC,3,5:00,12,5,0,8,http://www.fightmetric.com/event-details/f717b6002486f73f
UFC 62: Liddell vs Sobral,8/26/2006,8,Middleweight,185,Alan Belcher,Yushin Okami,0,U-DEC,3,5:00,8,0,0,0,http://www.fightmetric.com/event-details/f717b6002486f73f
UFC Fight Night 6,8/17/2006,0,Welterweight,170,Diego Sanchez,Karo Parisyan,1,U-DEC,3,5:00,66,3,1,6,http://www.fightmetric.com/event-details/46c8ec317aff28ac
UFC Fight Night 6,8/17/2006,0,Welterweight,170,Karo Parisyan,Diego Sanchez,0,U-DEC,3,5:00,36,9,0,1,http://www.fightmetric.com/event-details/46c8ec317aff28ac
UFC Fight Night 6,8/17/2006,1,Middleweight,185,Chris Leben,Jorge Santiago,1,KO/TKO  Punches,2,0:35,9,1,0,1,http://www.fightmetric.com/event-details/46c8ec317aff28ac
UFC Fight Night 6,8/17/2006,1,Middleweight,185,Jorge Santiago,Chris Leben,0,KO/TKO  Punches,2,0:35,6,1,0,1,http://www.fightmetric.com/event-details/46c8ec317aff28ac
UFC Fight Night 6,8/17/2006,2,Middleweight,185,Dean Lister,Yuki Sasaki,1,U-DEC,3,5:00,24,5,2,4,http://www.fightmetric.com/event-details/46c8ec317aff28ac
UFC Fight Night 6,8/17/2006,2,Middleweight,185,Yuki Sasaki,Dean Lister,0,U-DEC,3,5:00,26,0,0,0,http://www.fightmetric.com/event-details/46c8ec317aff28ac
UFC Fight Night 6,8/17/2006,3,Welterweight,170,Josh Koscheck,Jonathan Goulet,1,KO/TKO  Punches,1,4:10,23,1,1,2,http://www.fightmetric.com/event-details/46c8ec317aff28ac
UFC Fight Night 6,8/17/2006,3,Welterweight,170,Jonathan Goulet,Josh Koscheck,0,KO/TKO  Punches,1,4:10,1,0,0,0,http://www.fightmetric.com/event-details/46c8ec317aff28ac
UFC Fight Night 6,8/17/2006,4,Middleweight,185,Martin Kampmann,Crafton Wallace,1,SUB  Rear Naked Choke,1,2:59,19,1,1,3,http://www.fightmetric.com/event-details/46c8ec317aff28ac
UFC Fight Night 6,8/17/2006,4,Middleweight,185,Crafton Wallace,Martin Kampmann,0,SUB  Rear Naked Choke,1,2:59,1,0,0,0,http://www.fightmetric.com/event-details/46c8ec317aff28ac
UFC Fight Night 6,8/17/2006,5,Welterweight,170,Joe Riggs,Jason Von Flue,1,SUB  Triangle Choke,1,2:01,1,1,1,2,http://www.fightmetric.com/event-details/46c8ec317aff28ac
UFC Fight Night 6,8/17/2006,5,Welterweight,170,Jason Von Flue,Joe Riggs,0,SUB  Triangle Choke,1,2:01,0,0,0,0,http://www.fightmetric.com/event-details/46c8ec317aff28ac
UFC Fight Night 6,8/17/2006,6,Heavyweight,265,Jake O'Brien,Kristof Midoux,1,KO/TKO  Punches,2,0:52,25,3,0,0,http://www.fightmetric.com/event-details/46c8ec317aff28ac
UFC Fight Night 6,8/17/2006,6,Heavyweight,265,Kristof Midoux,Jake O'Brien,0,KO/TKO  Punches,2,0:52,2,0,0,0,http://www.fightmetric.com/event-details/46c8ec317aff28ac
UFC Fight Night 6,8/17/2006,7,Welterweight,170,Forrest Petz,Sammy Morgan,1,U-DEC,3,5:00,45,6,0,3,http://www.fightmetric.com/event-details/46c8ec317aff28ac
UFC Fight Night 6,8/17/2006,7,Welterweight,170,Sammy Morgan,Forrest Petz,0,U-DEC,3,5:00,8,0,1,0,http://www.fightmetric.com/event-details/46c8ec317aff28ac
UFC Fight Night 6,8/17/2006,8,Welterweight,170,Anthony Torres,Pat Healy,1,SUB  Rear Naked Choke,1,2:37,11,0,1,1,http://www.fightmetric.com/event-details/46c8ec317aff28ac
UFC Fight Night 6,8/17/2006,8,Welterweight,170,Pat Healy,Anthony Torres,0,SUB  Rear Naked Choke,1,2:37,13,0,0,0,http://www.fightmetric.com/event-details/46c8ec317aff28ac
UFC 61: Bitter Rivals,7/8/2006,0,Heavyweight,265,Tim Sylvia,Andrei Arlovski,1,U-DEC,5,5:00,97,0,0,0,http://www.fightmetric.com/event-details/f70144caea5c4c80
UFC 61: Bitter Rivals,7/8/2006,0,Heavyweight,265,Andrei Arlovski,Tim Sylvia,0,U-DEC,5,5:00,66,0,0,0,http://www.fightmetric.com/event-details/f70144caea5c4c80
UFC 61: Bitter Rivals,7/8/2006,1,Welterweight,170,Josh Burkman,Josh Neer,1,U-DEC,3,5:00,35,4,0,1,http://www.fightmetric.com/event-details/f70144caea5c4c80
UFC 61: Bitter Rivals,7/8/2006,1,Welterweight,170,Josh Neer,Joshua Burkman,0,U-DEC,3,5:00,19,1,1,0,http://www.fightmetric.com/event-details/f70144caea5c4c80
UFC 61: Bitter Rivals,7/8/2006,2,Light Heavyweight,205,Tito Ortiz,Ken Shamrock,1,KO/TKO  Elbows,1,1:18,11,1,0,0,http://www.fightmetric.com/event-details/f70144caea5c4c80
UFC 61: Bitter Rivals,7/8/2006,2,Light Heavyweight,205,Ken Shamrock,Tito Ortiz,0,KO/TKO  Elbows,1,1:18,0,0,0,0,http://www.fightmetric.com/event-details/f70144caea5c4c80
UFC 61: Bitter Rivals,7/8/2006,3,Heavyweight,265,Frank Mir,Dan Christison,1,U-DEC,3,5:00,53,3,0,4,http://www.fightmetric.com/event-details/f70144caea5c4c80
UFC 61: Bitter Rivals,7/8/2006,3,Heavyweight,265,Dan Christison,Frank Mir,0,U-DEC,3,5:00,48,0,1,0,http://www.fightmetric.com/event-details/f70144caea5c4c80
UFC 61: Bitter Rivals,7/8/2006,4,Lightweight,155,Joe Stevenson,Yves Edwards,1,KO/TKO,2,5:00,28,3,1,1,http://www.fightmetric.com/event-details/f70144caea5c4c80
UFC 61: Bitter Rivals,7/8/2006,4,Lightweight,155,Yves Edwards,Joe Stevenson,0,KO/TKO,2,5:00,18,0,2,0,http://www.fightmetric.com/event-details/f70144caea5c4c80
UFC 61: Bitter Rivals,7/8/2006,5,Catch Weight,0,Hermes Franca,Joe Jordan,1,SUB  Triangle Choke,3,0:47,46,3,1,2,http://www.fightmetric.com/event-details/f70144caea5c4c80
UFC 61: Bitter Rivals,7/8/2006,5,Catch Weight,0,Joe Jordan,Hermes Franca,0,SUB  Triangle Choke,3,0:47,20,0,0,0,http://www.fightmetric.com/event-details/f70144caea5c4c80
UFC 61: Bitter Rivals,7/8/2006,6,Heavyweight,265,Jeff Monson,Anthony Perosh,1,KO/TKO  Punches,1,2:42,18,0,0,0,http://www.fightmetric.com/event-details/f70144caea5c4c80
UFC 61: Bitter Rivals,7/8/2006,6,Heavyweight,265,Anthony Perosh,Jeff Monson,0,KO/TKO  Punches,1,2:42,8,0,0,0,http://www.fightmetric.com/event-details/f70144caea5c4c80
UFC 61: Bitter Rivals,7/8/2006,7,Heavyweight,265,Cheick Kongo,Gilbert Aldana,1,KO/TKO,1,4:13,24,1,0,0,http://www.fightmetric.com/event-details/f70144caea5c4c80
UFC 61: Bitter Rivals,7/8/2006,7,Heavyweight,265,Gilbert Aldana,Cheick Kongo,0,KO/TKO,1,4:13,6,2,0,2,http://www.fightmetric.com/event-details/f70144caea5c4c80
UFC 61: Bitter Rivals,7/8/2006,8,Welterweight,170,Drew Fickett,Kurt Pellegrino,1,SUB  Rear Naked Choke,3,1:20,18,1,2,1,http://www.fightmetric.com/event-details/f70144caea5c4c80
UFC 61: Bitter Rivals,7/8/2006,8,Welterweight,170,Kurt Pellegrino,Drew Fickett,0,SUB  Rear Naked Choke,3,1:20,25,5,0,3,http://www.fightmetric.com/event-details/f70144caea5c4c80
UFC Fight Night 5,6/28/2006,0,Welterweight,170,Jonathan Goulet,Luke Cummo,1,M-DEC,3,5:00,18,6,0,11,http://www.fightmetric.com/event-details/445a98acb8985970
UFC Fight Night 5,6/28/2006,0,Welterweight,170,Luke Cummo,Jonathan Goulet,0,M-DEC,3,5:00,13,0,3,3,http://www.fightmetric.com/event-details/445a98acb8985970
UFC Fight Night 5,6/28/2006,1,Middleweight,185,Anderson Silva,Chris Leben,1,KO/TKO  Punches,1,0:49,17,0,0,0,http://www.fightmetric.com/event-details/445a98acb8985970
UFC Fight Night 5,6/28/2006,1,Middleweight,185,Chris Leben,Anderson Silva,0,KO/TKO  Punches,1,0:49,1,0,0,0,http://www.fightmetric.com/event-details/445a98acb8985970
UFC Fight Night 5,6/28/2006,2,Light Heavyweight,205,Rashad Evans,Stephan Bonnar,1,M-DEC,3,5:00,17,7,0,2,http://www.fightmetric.com/event-details/445a98acb8985970
UFC Fight Night 5,6/28/2006,2,Light Heavyweight,205,Stephan Bonnar,Rashad Evans,0,M-DEC,3,5:00,12,0,2,0,http://www.fightmetric.com/event-details/445a98acb8985970
UFC Fight Night 5,6/28/2006,3,Lightweight,155,Mark Hominick,Jorge Gurgel,1,U-DEC,3,5:00,43,0,0,0,http://www.fightmetric.com/event-details/445a98acb8985970
UFC Fight Night 5,6/28/2006,3,Lightweight,155,Jorge Gurgel,Mark Hominick,0,U-DEC,3,5:00,36,0,0,0,http://www.fightmetric.com/event-details/445a98acb8985970
UFC Fight Night 5,6/28/2006,4,Welterweight,170,Josh Koscheck,Dave Menne,1,U-DEC,3,5:00,45,4,1,8,http://www.fightmetric.com/event-details/445a98acb8985970
UFC Fight Night 5,6/28/2006,4,Welterweight,170,Dave Menne,Josh Koscheck,0,U-DEC,3,5:00,13,1,5,0,http://www.fightmetric.com/event-details/445a98acb8985970
UFC Fight Night 5,6/28/2006,5,Light Heavyweight,205,Jason Lambert,Branden Lee Hinkle,1,KO/TKO  Punches,1,5:00,44,0,1,2,http://www.fightmetric.com/event-details/445a98acb8985970
UFC Fight Night 5,6/28/2006,5,Light Heavyweight,205,Branden Lee Hinkle,Jason Lambert,0,KO/TKO  Punches,1,5:00,4,3,0,0,http://www.fightmetric.com/event-details/445a98acb8985970
UFC Fight Night 5,6/28/2006,6,Welterweight,170,Jon Fitch,Thiago Alves,1,KO/TKO  Kick,2,4:37,51,3,2,5,http://www.fightmetric.com/event-details/445a98acb8985970
UFC Fight Night 5,6/28/2006,6,Welterweight,170,Thiago Alves,Jon Fitch,0,KO/TKO  Kick,2,4:37,1,1,3,0,http://www.fightmetric.com/event-details/445a98acb8985970
UFC Fight Night 5,6/28/2006,7,Light Heavyweight,205,Rob MacDonald,Kristian Rothaermel,1,SUB  Armbar,1,4:01,10,4,3,3,http://www.fightmetric.com/event-details/445a98acb8985970
UFC Fight Night 5,6/28/2006,7,Light Heavyweight,205,Kristian Rothaermel,Rob MacDonald,0,SUB  Armbar,1,4:01,3,0,0,0,http://www.fightmetric.com/event-details/445a98acb8985970
UFC Fight Night 5,6/28/2006,8,Middleweight,185,Jorge Santiago,Justin Levens,1,KO/TKO  Knee,1,2:13,9,1,0,1,http://www.fightmetric.com/event-details/445a98acb8985970
UFC Fight Night 5,6/28/2006,8,Middleweight,185,Justin Levens,Jorge Santiago,0,KO/TKO  Knee,1,2:13,0,0,0,0,http://www.fightmetric.com/event-details/445a98acb8985970
The Ultimate Fighter 3 Finale,6/24/2006,0,Lightweight,155,Kenny Florian,Sam Stout,1,SUB  Rear Naked Choke,1,1:46,5,1,1,3,http://www.fightmetric.com/event-details/1dab0d1d81dd06db
The Ultimate Fighter 3 Finale,6/24/2006,0,Lightweight,155,Sam Stout,Kenny Florian,0,SUB  Rear Naked Choke,1,1:46,0,0,0,0,http://www.fightmetric.com/event-details/1dab0d1d81dd06db
The Ultimate Fighter 3 Finale,6/24/2006,1,Light Heavyweight,205,Michael Bisping,Josh Haynes,1,KO/TKO  Punches,2,4:14,41,4,4,8,http://www.fightmetric.com/event-details/1dab0d1d81dd06db
The Ultimate Fighter 3 Finale,6/24/2006,1,Light Heavyweight,205,Josh Haynes,Michael Bisping,0,KO/TKO  Punches,2,4:14,8,0,0,0,http://www.fightmetric.com/event-details/1dab0d1d81dd06db
The Ultimate Fighter 3 Finale,6/24/2006,2,Middleweight,185,Kendall Grove,Ed Herman,1,U-DEC,3,5:00,25,0,6,2,http://www.fightmetric.com/event-details/1dab0d1d81dd06db
The Ultimate Fighter 3 Finale,6/24/2006,2,Middleweight,185,Ed Herman,Kendall Grove,0,U-DEC,3,5:00,33,5,2,4,http://www.fightmetric.com/event-details/1dab0d1d81dd06db
The Ultimate Fighter 3 Finale,6/24/2006,3,Light Heavyweight,205,Keith Jardine,Wilson Gouveia,1,U-DEC,3,5:00,67,1,0,0,http://www.fightmetric.com/event-details/1dab0d1d81dd06db
The Ultimate Fighter 3 Finale,6/24/2006,3,Light Heavyweight,205,Wilson Gouveia,Keith Jardine,0,U-DEC,3,5:00,48,1,0,1,http://www.fightmetric.com/event-details/1dab0d1d81dd06db
The Ultimate Fighter 3 Finale,6/24/2006,4,Middleweight,185,Rory Singer,Ross Pointon,1,SUB  Triangle Choke,1,0:44,2,0,1,0,http://www.fightmetric.com/event-details/1dab0d1d81dd06db
The Ultimate Fighter 3 Finale,6/24/2006,4,Middleweight,185,Ross Pointon,Rory Singer,0,SUB  Triangle Choke,1,0:44,4,0,0,0,http://www.fightmetric.com/event-details/1dab0d1d81dd06db
The Ultimate Fighter 3 Finale,6/24/2006,5,Middleweight,185,Kalib Starnes,Danny Abbadi,1,SUB  Rear Naked Choke,1,2:56,21,1,1,3,http://www.fightmetric.com/event-details/1dab0d1d81dd06db
The Ultimate Fighter 3 Finale,6/24/2006,5,Middleweight,185,Danny Abbadi,Kalib Starnes,0,SUB  Rear Naked Choke,1,2:56,3,0,0,0,http://www.fightmetric.com/event-details/1dab0d1d81dd06db
The Ultimate Fighter 3 Finale,6/24/2006,6,Middleweight,185,Luigi Fioravanti,Solomon Hutcherson,1,KO/TKO  Punch,1,4:15,11,1,0,1,http://www.fightmetric.com/event-details/1dab0d1d81dd06db
The Ultimate Fighter 3 Finale,6/24/2006,6,Middleweight,185,Solomon Hutcherson,Luigi Fioravanti,0,KO/TKO  Punch,1,4:15,11,1,0,1,http://www.fightmetric.com/event-details/1dab0d1d81dd06db
The Ultimate Fighter 3 Finale,6/24/2006,7,Light Heavyweight,205,Matt Hamill,Jesse Forbes,1,KO/TKO  Elbows,1,4:47,33,1,0,0,http://www.fightmetric.com/event-details/1dab0d1d81dd06db
The Ultimate Fighter 3 Finale,6/24/2006,7,Light Heavyweight,205,Jesse Forbes,Matt Hamill,0,KO/TKO  Elbows,1,4:47,9,0,0,0,http://www.fightmetric.com/event-details/1dab0d1d81dd06db
The Ultimate Fighter 3 Finale,6/24/2006,8,Light Heavyweight,205,Mike Nickels,Wes Combs,1,SUB  Rear Naked Choke,1,3:10,22,3,1,1,http://www.fightmetric.com/event-details/1dab0d1d81dd06db
The Ultimate Fighter 3 Finale,6/24/2006,8,Light Heavyweight,205,Wes Combs,Mike Nickels,0,SUB  Rear Naked Choke,1,3:10,4,0,0,0,http://www.fightmetric.com/event-details/1dab0d1d81dd06db
UFC 60: Hughes vs Gracie,5/27/2006,0,Catch Weight,0,Matt Hughes,Royce Gracie,1,KO/TKO  Punches,1,4:39,32,1,1,4,http://www.fightmetric.com/event-details/a54a35a670d8e852
UFC 60: Hughes vs Gracie,5/27/2006,0,Catch Weight,0,Royce Gracie,Matt Hughes,0,KO/TKO  Punches,1,4:39,7,0,0,0,http://www.fightmetric.com/event-details/a54a35a670d8e852
UFC 60: Hughes vs Gracie,5/27/2006,1,Light Heavyweight,205,Dean Lister,Alessio Sakara,1,SUB  Triangle Choke,1,2:20,1,0,2,0,http://www.fightmetric.com/event-details/a54a35a670d8e852
UFC 60: Hughes vs Gracie,5/27/2006,1,Light Heavyweight,205,Alessio Sakara,Dean Lister,0,SUB  Triangle Choke,1,2:20,1,0,0,0,http://www.fightmetric.com/event-details/a54a35a670d8e852
UFC 60: Hughes vs Gracie,5/27/2006,2,Welterweight,170,Diego Sanchez,John Alessio,1,U-DEC,3,5:00,9,1,0,1,http://www.fightmetric.com/event-details/a54a35a670d8e852
UFC 60: Hughes vs Gracie,5/27/2006,2,Welterweight,170,John Alessio,Diego Sanchez,0,U-DEC,3,5:00,17,0,1,0,http://www.fightmetric.com/event-details/a54a35a670d8e852
UFC 60: Hughes vs Gracie,5/27/2006,3,Heavyweight,265,Brandon Vera,Assuerio Silva,1,SUB  Guillotine Choke,1,2:39,8,0,1,0,http://www.fightmetric.com/event-details/a54a35a670d8e852
UFC 60: Hughes vs Gracie,5/27/2006,3,Heavyweight,265,Assuerio Silva,Brandon Vera,0,SUB  Guillotine Choke,1,2:39,9,1,0,0,http://www.fightmetric.com/event-details/a54a35a670d8e852
UFC 60: Hughes vs Gracie,5/27/2006,4,Middleweight,185,Mike Swick,Joe Riggs,1,SUB  Guillotine Choke,1,2:19,5,0,1,0,http://www.fightmetric.com/event-details/a54a35a670d8e852
UFC 60: Hughes vs Gracie,5/27/2006,4,Middleweight,185,Joe Riggs,Mike Swick,0,SUB  Guillotine Choke,1,2:19,1,0,0,0,http://www.fightmetric.com/event-details/a54a35a670d8e852
UFC 60: Hughes vs Gracie,5/27/2006,5,Middleweight,185,Jeremy Horn,Chael Sonnen,1,SUB  Armbar,2,1:17,3,0,4,0,http://www.fightmetric.com/event-details/a54a35a670d8e852
UFC 60: Hughes vs Gracie,5/27/2006,5,Middleweight,185,Chael Sonnen,Jeremy Horn,0,SUB  Armbar,2,1:17,6,3,0,0,http://www.fightmetric.com/event-details/a54a35a670d8e852
UFC 60: Hughes vs Gracie,5/27/2006,6,Lightweight,155,Spencer Fisher,Matt Wiman,1,KO/TKO  Flying Knee,2,1:43,27,0,0,2,http://www.fightmetric.com/event-details/a54a35a670d8e852
UFC 60: Hughes vs Gracie,5/27/2006,6,Lightweight,155,Matt Wiman,Spencer Fisher,0,KO/TKO  Flying Knee,2,1:43,10,1,4,2,http://www.fightmetric.com/event-details/a54a35a670d8e852
UFC 60: Hughes vs Gracie,5/27/2006,7,Heavyweight,265,Gabriel Gonzaga,Fabiano Scherner,1,KO/TKO  Punch,2,0:24,16,3,0,1,http://www.fightmetric.com/event-details/a54a35a670d8e852
